,Precision,Recall,Accuracy,F1-score,AUC,Train Ratio,Number of true anomalies,Number of predicted anomalies,True Positives,False Positives,True Negatives,False Negatives
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.1, max_features=1.0,
    max_samples='auto', n_estimators=150, n_jobs=1, random_state=None,
    verbose=0) - Threshold: std * 0.08 - Execution Time: 2.7872769832611084",0.00,0.37,0.88,0.00,0.63,0.70,59,9077,22,9055,69453,37
"AC_Power_B (KW) - IForest(behaviour='old', bootstrap=False, contamination=0.15,
    max_features=1.0, max_samples='auto', n_estimators=150, n_jobs=1,
    random_state=None, verbose=0) - Threshold: std * 0.06 - Execution Time: 2.7413742542266846",0.00,0.39,0.83,0.00,0.61,0.70,59,13243,23,13220,65288,36
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.001, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.01 - Execution Time: 15.234335660934448",0.67,0.78,1.00,0.72,0.89,0.70,59,69,46,23,78485,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.005, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 14.506143808364868",0.06,0.78,0.99,0.11,0.89,0.70,59,780,46,734,77774,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.01, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 14.408118724822998",0.03,0.78,0.98,0.06,0.88,0.70,59,1424,46,1378,77130,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.05, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 14.791223526000977",0.03,0.78,0.98,0.05,0.88,0.70,59,1643,46,1597,76911,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.1, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 14.769484519958496",0.03,0.78,0.98,0.05,0.88,0.70,59,1643,46,1597,76911,13
"AC_Power_B (KW) - KNN(algorithm='auto', contamination=0.15, leaf_size=30, method='largest',
  metric='minkowski', metric_params=None, n_jobs=1, n_neighbors=5, p=2,
  radius=1.0) - Threshold: std * 0.0 - Execution Time: 14.911972045898438",0.03,0.78,0.98,0.05,0.88,0.70,59,1643,46,1597,76911,13
"AC_Power_B (KW) - ABOD(contamination=0.001, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 20.721479177474976",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.005, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 22.786012649536133",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.01, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 22.549615383148193",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.05, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 23.89660668373108",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.1, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 24.678173780441284",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - ABOD(contamination=0.15, method='fast', n_neighbors=5) - Threshold: std * nan - Execution Time: 24.072222232818604",0.00,0.00,1.00,0.00,0.50,0.70,59,0,0,0,78508,59
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.001, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.011115550994873047",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.005, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.008607864379882812",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.01, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.008628129959106445",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.05, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.0069904327392578125",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.1, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.008099794387817383",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - HBOS(alpha=0.1, contamination=0.15, n_bins=10, tol=0.5) - Threshold: std * 1417.33 - Execution Time: 0.008086919784545898",1.00,0.36,1.00,0.53,0.68,0.70,59,21,21,0,78508,38
"AC_Power_B (KW) - ECOD(contamination=0.001, n_jobs=1) - Threshold: std * 8.68 - Execution Time: 0.1302201747894287",0.01,0.78,0.90,0.01,0.84,0.70,59,7823,46,7777,70731,13
"AC_Power_B (KW) - ECOD(contamination=0.005, n_jobs=1) - Threshold: std * 6.7 - Execution Time: 0.13942623138427734",0.01,0.78,0.90,0.01,0.84,0.70,59,7823,46,7777,70731,13
"AC_Power_B (KW) - ECOD(contamination=0.01, n_jobs=1) - Threshold: std * 5.84 - Execution Time: 0.12882065773010254",0.01,0.78,0.90,0.01,0.84,0.70,59,7823,46,7777,70731,13
"AC_Power_B (KW) - ECOD(contamination=0.05, n_jobs=1) - Threshold: std * 3.78 - Execution Time: 0.1321089267730713",0.01,0.78,0.90,0.01,0.84,0.70,59,7823,46,7777,70731,13
"AC_Power_B (KW) - ECOD(contamination=0.1, n_jobs=1) - Threshold: std * 2.95 - Execution Time: 0.13710331916809082",0.01,0.78,0.90,0.01,0.84,0.70,59,7823,46,7777,70731,13
"AC_Power_B (KW) - ECOD(contamination=0.15, n_jobs=1) - Threshold: std * 2.4 - Execution Time: 0.13109564781188965",0.01,0.78,0.90,0.01,0.84,0.70,59,8233,46,8187,70321,13
